GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal,IExceptionLogger.new IExceptionLogger() {...},6,0,0,0,3,0,2,0,2,0
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal,JmxRegistration,0,30,0,0,0,7,0,2,0,2
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal,AgentModule,93,53,0,2,8,12,2,5,2,4
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt,RT,2,0,0,0,1,0,1,0,1,0
JaCoCo/org.jacoco.agent.rt,com.vladium.emma.rt,RT,19,0,0,0,6,0,2,0,2,0
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,TcpServerOutput.new Runnable() {...},0,58,0,4,0,12,0,4,0,2
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,TcpClientOutput.new Runnable() {...},0,18,0,0,0,6,0,2,0,2
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,TcpClientOutput,8,55,0,0,1,16,1,4,1,4
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,FileOutput,15,67,3,1,7,20,2,5,0,5
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,TcpConnection,3,88,3,11,1,27,3,10,0,6
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,NoneOutput,3,3,0,0,3,1,3,1,3,1
JaCoCo/org.jacoco.agent.rt,org.jacoco.agent.rt.internal.output,TcpServerOutput,13,73,1,5,2,22,2,7,1,5
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.SourceFilesElement,0,24,0,2,0,9,0,4,0,3
JaCoCo/org.jacoco.ant,org.jacoco.ant,InstrumentTask,0,144,0,6,0,35,0,9,0,6
JaCoCo/org.jacoco.ant,org.jacoco.ant,DumpTask.new ExecDumpClient() {...},6,23,0,0,2,3,1,2,1,2
JaCoCo/org.jacoco.ant,org.jacoco.ant,CoverageTask.JavaLikeTaskEnhancer,0,71,0,2,0,18,0,5,0,4
JaCoCo/org.jacoco.ant,org.jacoco.ant,CoverageTask,0,126,0,12,0,26,0,10,0,4
JaCoCo/org.jacoco.ant,org.jacoco.ant,CoverageTask.TestNGTaskEnhancer,4,8,0,0,2,3,1,1,1,1
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.CSVFormatterElement,0,46,0,2,0,11,0,5,0,4
JaCoCo/org.jacoco.ant,org.jacoco.ant,AntResourcesLocator,0,60,0,4,0,17,0,6,0,4
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.GroupElement,0,39,0,0,0,11,0,5,0,5
JaCoCo/org.jacoco.ant,org.jacoco.ant,MergeTask,0,128,0,6,0,32,0,9,0,6
JaCoCo/org.jacoco.ant,org.jacoco.ant,AntFilesLocator,0,34,0,2,0,9,0,4,0,3
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.HTMLFormatterElement,0,101,0,6,0,28,0,10,0,7
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.CheckFormatterElement,0,111,0,8,0,25,0,11,0,7
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.FormatterElement,0,7,0,0,0,2,0,2,0,2
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask,0,443,1,33,0,90,1,31,0,15
JaCoCo/org.jacoco.ant,org.jacoco.ant,DumpTask,4,127,0,8,2,36,1,12,1,8
JaCoCo/org.jacoco.ant,org.jacoco.ant,ReportTask.XMLFormatterElement,0,46,0,2,0,11,0,5,0,4
JaCoCo/org.jacoco.ant,org.jacoco.ant,AgentTask,0,36,0,6,0,8,0,6,0,3
JaCoCo/org.jacoco.ant,org.jacoco.ant,AbstractCoverageTask,9,140,0,4,2,47,0,22,0,20
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,CommandHandler.new OptionDef() {...},0,10,0,0,0,1,0,1,0,1
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,CommandHandler.new AbstractList() {...},5,22,0,0,2,3,0,3,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,Main.new Writer() {...},2,4,0,0,2,2,2,2,2,2
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,CommandParser,0,10,0,0,0,4,0,2,0,2
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,Command,0,63,0,0,0,13,0,4,0,4
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,XmlDocumentation,0,121,0,4,0,23,0,5,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,CommandHandler,2,83,0,4,1,12,1,5,1,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal,Main,23,73,0,6,5,23,1,8,1,5
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Merge,0,73,0,4,0,14,0,6,0,4
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,ExecInfo.new IExecutionDataVisitor() {...},0,44,0,0,0,3,0,2,0,2
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,ExecInfo.new ISessionInfoVisitor() {...},0,38,0,0,0,3,0,2,0,2
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Dump.new ExecDumpClient() {...},0,42,0,0,0,5,0,3,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,ExecInfo,0,104,0,8,0,23,0,9,0,5
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Version,0,10,0,0,0,4,0,3,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Instrument,0,154,0,8,0,27,0,9,0,5
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,ClassInfo.Printer,0,177,0,10,0,23,0,11,0,6
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Report,0,273,0,18,0,51,0,18,0,9
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,Dump,0,58,0,0,0,13,0,3,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,ClassInfo,0,51,0,4,0,11,0,5,0,3
JaCoCo/org.jacoco.cli,org.jacoco.cli.internal.commands,AllCommands,0,76,0,4,0,7,0,4,0,2
JaCoCo/org.jacoco.examples,org.jacoco.examples,CoreTutorial.MemoryClassLoader,0,36,0,2,0,8,0,4,0,3
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecDump,7,95,0,6,2,21,1,7,1,4
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecutionDataServer,29,0,0,0,5,0,1,0,1,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,MBeanClient,61,0,0,0,12,0,1,0,1,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecutionDataServer.Handler,91,0,2,0,26,0,5,0,4,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,ReportGenerator,133,0,2,0,28,0,7,0,6,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,CoreTutorial,6,226,0,8,2,46,1,10,1,5
JaCoCo/org.jacoco.examples,org.jacoco.examples,CoreTutorial.TestTarget,25,0,4,0,7,0,5,0,3,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecutionDataClient,52,0,2,0,13,0,2,0,1,0
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecDump.new IExecutionDataVisitor() {...},0,42,0,0,0,3,0,2,0,2
JaCoCo/org.jacoco.examples,org.jacoco.examples,ClassInfo,7,136,0,2,2,15,1,4,1,3
JaCoCo/org.jacoco.examples,org.jacoco.examples,ExecDump.new ISessionInfoVisitor() {...},0,36,0,0,0,3,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportAggregateMojo,12,252,2,26,4,54,3,25,1,13
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,RestoreMojo,7,25,0,0,2,8,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportITMojo,6,58,2,2,2,15,3,9,1,9
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,DumpMojo,7,51,1,1,2,12,1,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,AbstractJacocoMojo,1,19,0,2,1,8,1,4,1,3
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,CheckMojo,43,108,3,9,8,30,3,8,0,5
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportSupport.SourceFileCollection,3,65,3,5,2,12,3,4,0,3
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,AgentMojo,0,6,0,0,0,2,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,FileFilter,0,50,1,3,0,12,1,7,0,6
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportFormat,0,21,0,0,0,4,0,1,0,1
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportFormat.new ReportFormat() {...},4,28,1,1,1,7,1,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,AbstractAgentMojo,2,231,4,36,1,58,4,24,0,8
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportFormat.new ReportFormat() {...},0,26,0,0,0,5,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,AgentITMojo,0,6,0,0,0,2,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportFormat.new ReportFormat() {...},0,26,0,0,0,5,0,2,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportSupport.NoSourceLocator,4,6,0,0,2,1,2,1,2,1
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,AbstractReportMojo,7,149,1,11,3,43,2,16,1,11
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,DumpMojo.new ExecDumpClient() {...},0,31,0,0,0,6,0,3,0,3
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,InstrumentMojo,14,111,1,5,4,27,1,4,0,2
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportMojo,6,58,2,2,2,15,3,9,1,9
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,ReportSupport,7,261,1,15,1,58,1,18,0,11
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,RuleConfiguration,8,27,0,0,2,9,1,4,1,4
JaCoCo/jacoco-maven-plugin,org.jacoco.maven,MergeMojo,44,115,5,9,12,28,5,8,0,6
